google_trends_df (1)
,Leading Indicators,PMI,Jobless Claims,GDP,multiTimeline (11),Impeachment,Catastrophe,Natural disaster,Inflation,multiTimeline (17),Market crash,Covid,virus,Pandemic,vaccination,Delta,Covid_mutation,FED,Tapering,Liquidity,Banking,Correction of market,coup,Debt ceiling,retail_spending,Consumer spending,Consumer,Earnings,Economic contraction,Depression,Shock,Monetary polie,VIX
2014-09,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Category: Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Month,,,jobless claims: (United States),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-05,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-11,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-05,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Category: Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Month,,,,GDP: (United States),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-11,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-10,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-11,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
